capital_city,Dutse,Tudun Wada,Kano,Funtua,Birnin Kebbi,Sokoto,Jenyau,Yola,Bauchi,Hausari,Gombe,Jalingo,Damaturu,Chigo,Abuja,Lokoja,Lafia,Bida,Jos,Ado-Ekiti,Ikeja,Abeokuta,Ondo,Ibadan,Umuahia,Awka,Abakaliki,Enugu,Owerri,Uyo,Yenagoa,Calabar,Boji-Boji,Benin City,Port Harcourt,Ilorin,Oshogbo
Damaturu,11.853533033251269,349.5723354848313,1507.0504676433966,103.96040961367211,7.110150053586895,54.46838982141581,17.999128931858852,93.12883422485704,192.38744203753097,632.6309812670581,1294.9951222568202,30.56690123213628,0.0,66.87066808688445,,9.341102344520106,29.418025830998378,22.099167627962455,155.91397197922907,40.18147799475735,708.1174851805782,78.84952338057316,50.43492164006356,115.12503528703242,75.97504286481367,34.51596718428247,20.63633223378517,85.65061483744184,166.66827623119656,95.24925297947006,2.132137127036086,64.15920037411516,45.74548159148671,163.41644404326598,139.6890710953309,126.41404586528621,117.13403104266828
Chigo,563.6182364041049,83697.87737382259,120260.97114865134,16073.738246153916,1409.7959318024564,8899.085600767517,2703.5063213332814,7775.418872428,15450.041802583395,12971.252134637913,32159.610119802186,4953.217806162553,66.87066808688445,0.0,,9577.253195284351,46394.37160089342,10769.4297673586,36020.69726532991,24546.788743775178,330417.1074638714,35379.39089486401,30076.655279334955,55185.914639579845,105305.07329026665,48611.55069382764,59315.534406737796,165876.05167756038,194249.12179741682,121824.36391457178,1792.4335843027047,84213.84480664057,43760.31920211907,127633.5824707348,135387.7723354004,56887.07984244184,59792.24065616742
Abuja,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Lokoja,103.93685688380494,26628.834859001294,26187.216235976593,4587.940770155846,478.07146498159057,2736.1609395503347,803.1065503699264,771.0185495994027,2033.6380599330907,1822.574417266097,3693.308499503151,398.7632845911615,9.341102344520106,9577.253195284351,,0.0,4634.917312799675,10294.45608793193,5721.650258515531,25981.292932378543,155380.65652410657,17728.505004490362,22663.041360844596,32107.06627047895,20869.10795034313,17645.520580549262,5913.445110816344,41851.57505712617,51558.2549034296,18261.34306716715,547.2601073240979,10422.487749661525,26685.49889625142,84257.76850741316,31086.067100685275,40854.28263556363,44520.35093285372
Lafia,314.5094445041661,62331.70584016247,68894.64267101814,9824.205971415258,664.8367925255712,4317.123852479572,1479.0070932497554,2546.9342644449744,9371.608926798566,4993.59726330417,13981.344857918055,1633.9167667660474,29.41802583099838,46394.37160089342,,4634.917312799675,0.0,6303.214908891807,33629.754787648,10133.591326474389,119535.7291390195,13350.316207203183,11350.718154940758,21365.321048113918,21202.516549065647,11692.163173914809,8242.113124226422,34534.68483196306,44453.61950115624,22893.892484571545,465.44464233803353,14788.05198814754,13064.757861864673,41466.94502069154,31139.194029887498,25350.27253351435,24592.444818878685
Bida,293.8824902520477,114074.84612335476,83499.77680730986,18700.47280717696,2000.0710120158733,10916.313049385055,3352.4132875805735,1529.9550974417891,4704.829693081961,4191.079092281901,8023.611365965119,750.0513382852276,22.099167627962455,10769.429767358602,,10294.45608793193,6303.214908891806,0.0,13660.772650294228,51607.54949246663,353311.83218188316,45016.60511889433,41400.32938201598,82436.55259128829,20705.15591871972,13142.824151238747,5182.564994112368,29394.516920598067,51490.79066882865,20821.018357856068,668.6940544056046,12386.443697267974,22971.632974673004,93094.32620384604,36791.47958659845,188055.46469963298,126669.16764195495
Jos,2548.0064808370516,352638.23331530776,510971.5057515426,55556.81272832391,2270.104093925442,16396.09357149741,6842.90813235975,8615.839839926592,111683.67057861552,20585.51785451383,72498.14848426494,5250.530917337004,155.91397197922907,36020.69726532991,,5721.650258515531,33629.754787648,13660.772650294224,0.0,18693.96764289269,254746.5157414489,29058.765417292074,21378.22841900712,42205.54745379402,30066.61436072344,15401.668936327233,9289.481995591985,44095.608827530144,65881.14610469423,34523.592666900804,780.9116862184887,22519.92523153081,19849.816235803843,69553.51208061104,55520.7185320328,56041.30606331343,50334.85837306593
Ado-Ekiti,445.3780206365472,104085.5370819826,117544.36851002586,21416.12836341376,3357.0552632898016,17182.793705678454,4280.86358875597,3172.582041136695,7482.86769733199,8352.09910949264,14670.778199885506,1501.6576664771153,40.18147799475736,24546.78874377518,,25981.292932378543,10133.59132647439,51607.54949246663,18693.96764289269,0.0,2467352.5588358617,314489.1296408892,1076926.2818820057,789905.1205790559,82633.85971019142,57883.63975253004,16373.145866732972,106648.40415304933,232330.45617664306,76992.48619341417,3449.1512786084527,43054.009431058126,156976.47357364217,912888.9875300534,161333.09275162182,940009.0877216692,2182319.6768340687
Ikeja,7237.50082632545,1319980.5545482463,1888053.750085122,317175.9101530202,68015.39400350348,329541.2201458192,69635.3263795706,57009.78715612224,114393.7011763541,159281.64216145323,246713.58920799458,25139.890587389862,708.1174851805782,330417.1074638714,,155380.65652410657,119535.7291390195,353311.8321818832,254746.51574144888,2467352.558835862,0.0,80331505.45907435,6198659.38665629,39091666.064285874,1290988.2563912536,689275.9773360883,219402.38668033425,1254509.9546990683,3685870.7006042185,1361536.878194369,73582.5561175316,772275.0714296356,1673615.333910408,9800905.942948887,3176253.165222968,7380873.351230766,12395280.25183099
Abeokuta,829.5718215399304,157726.69984480328,219705.8571642376,37957.81384221572,8541.86392725117,40303.419144150226,8420.946274535614,6176.600007046485,12879.36382140996,17515.621676961357,27301.08744101688,2733.342263725122,78.84952338057317,35379.39089486401,,17728.505004490362,13350.316207203183,45016.60511889433,29058.76541729208,314489.1296408892,80331505.45907433,0.0,722975.4306403359,9717092.483985918,126862.5422227036,69510.43787107174,22613.779866068293,129261.92680444384,355561.54284968274,133146.06686526665,6628.4536536813985,76149.23379773245,164734.52184523345,941600.870176442,297769.7386018768,1169529.5558536488,1968281.8513592775
Ondo,535.0379837685698,112162.16674407605,139317.15292608592,24320.156344832365,4146.388071087829,21026.786303901208,4989.305659252203,4093.5238760753887,8952.705658289415,10800.503904636393,18280.18469179012,1898.9896233446782,50.43492164006356,30076.65527933496,,22663.041360844596,11350.718154940758,41400.32938201599,21378.22841900712,1076926.281882006,6198659.386656289,722975.430640336,0.0,2009831.9168379472,121039.30395180114,79772.3867575047,21413.56542170001,138032.0003757515,357231.0630331881,113824.18657274707,6098.866072195904,62674.632183283735,249998.56445452187,1945005.5053349352,260192.69033662474,848972.2399769616,2716956.0534016863
Ibadan,1236.2397535559999,250202.60176774347,378279.96772510896,58118.06519949555,12148.555088953952,57952.05270171863,12622.50500773805,8986.597976339233,19462.29783332143,25078.5859273536,40330.00377979205,4045.805334838799,115.1250352870324,55185.91463957985,,32107.066270478954,21365.321048113918,82436.55259128829,42205.54745379402,789905.1205790559,39091666.06428588,9717092.483985916,2009831.9168379472,0.0,195710.47509572256,113565.0397976314,35596.76412120905,209433.49274967948,551638.3760939967,199080.22347935257,9825.918774674603,113054.20599589522,283008.3135157308,1709021.2728007562,454281.6981308956,2745441.066034267,7282374.807403244
Umuahia,664.0724462458518,106440.64599148021,154299.95361801484,22535.61695794786,2790.548240972562,16185.558129767904,4250.291182257343,7970.730491807191,13580.185916022616,16781.89921798376,30637.597308574914,3907.8997507034683,75.97504286481367,105305.07329026665,,20869.107950343125,21202.516549065644,20705.155918719716,30066.614360723444,82633.85971019143,1290988.2563912533,126862.54222270362,121039.30395180114,195710.47509572256,0.0,707703.7304205786,232321.75698964225,1225976.801670338,10972417.239825407,3220382.9879910634,24781.080123247833,978698.1275737333,363775.81298309064,799849.5515017967,3274773.4635321423,157256.0590713905,195279.26587595543
Awka,322.79288181274796,57959.706810182586,76703.42227147956,11746.352986977658,1425.9473048909483,8175.383168483413,2187.1336495090677,3366.784732235699,6529.8360990091805,7351.619198845243,13846.859704678727,1684.6948775961898,34.51596718428247,48611.55069382764,,17645.520580549266,11692.163173914807,13142.824151238747,15401.66893632723,57883.639752530034,689275.9773360883,69510.43787107174,79772.3867575047,113565.03979763141,707703.7304205786,0.0,92370.88543953786,1623409.0568823477,1992764.486664044,321561.7813319889,8515.548303105747,148309.49047123204,404193.66340931907,620066.8420295384,572542.1717242799,95590.24296416104,122124.1239824948
Abakaliki,180.59022749011282,29330.481315729507,41008.35722505085,5891.211957892516,635.2299567709092,3798.3744356147486,1060.447514586127,2232.229339720973,4042.067641237424,4347.406535627638,8796.969841658858,1185.5344359703595,20.636332233785165,59315.534406737796,,5913.445110816344,8242.113124226422,5182.564994112368,9289.481995591985,16373.145866732972,219402.38668033422,22613.779866068297,21413.565421700005,35596.76412120905,232321.75698964225,92370.88543953786,0.0,517167.3777234986,319291.11597671657,193829.21315018288,1960.5482829687762,114681.03901082433,47866.56525076344,115564.7206998588,170902.47841439163,32686.385632644666,37805.0693751188
Enugu,793.3180436466871,141180.42399322524,191924.49453812637,27941.01832048223,3144.932766331264,18397.884740358855,5077.65425470576,8570.711343419569,16840.768080522394,17927.2841281536,35338.76933642552,4437.448586558627,85.65061483744184,165876.05167756035,,41851.57505712617,34534.68483196306,29394.516920598067,44095.60882753015,106648.40415304933,1254509.9546990686,129261.92680444385,138032.00037575155,209433.49274967946,1225976.801670338,1623409.0568823477,517167.3777234985,0.0,2212187.4994329726,692347.2016503504,11829.735918162904,352234.1763153821,421679.2434743582,983633.5796999813,1006703.9964606565,190356.90130209515,229573.85588350944
Owerri,1491.5192864335559,246327.86258857866,351922.39089958044,52472.03127710524,6812.190708498485,38879.29460263925,10028.864869024803,16820.480142921082,29507.24089714389,36894.88517242406,65871.80986488496,8112.073612783618,166.66827623119656,194249.12179741682,,51558.25490342961,44453.61950115623,51490.79066882865,65881.14610469423,232330.45617664306,3685870.7006042185,355561.54284968274,357231.06303318805,551638.3760939967,10972417.239825407,1992764.486664044,319291.11597671657,2212187.499432973,0.0,3551456.069862165,113198.92228539784,1283030.0983826374,1385379.523870673,2764542.4712174707,11677870.510200158,419455.5799015751,542873.6795829844
Uyo,792.2834695109898,117636.60034094122,181167.94193820094,25607.591811754297,3189.7245971604534,18695.351526273997,4863.957789824697,10570.025603843449,16306.110107185432,21636.80425256116,38525.976469296016,5082.665940341186,95.24925297947006,121824.36391457178,,18261.343067167152,22893.89248457155,20821.018357856068,34523.592666900804,76992.48619341417,1361536.8781943687,133146.06686526665,113824.18657274707,199080.22347935257,3220382.987991063,321561.7813319889,193829.21315018288,692347.2016503504,3551456.0698621655,0.0,22615.51893581077,6655816.600155513,251504.272627308,654677.0982712285,3768178.961461656,159352.90827506996,192514.39847682786
Yenagoa,19.163997695013286,3114.077089482378,4593.942706866433,691.2782428436744,100.16274516592897,557.5410136866304,136.86272667925346,208.04961075801688,357.8237450500122,484.7197130565147,812.4219574107643,96.06222326165226,2.132137127036086,1792.4335843027045,,547.2601073240979,465.44464233803353,668.6940544056046,780.9116862184887,3449.1512786084527,73582.55611753161,6628.453653681399,6098.866072195904,9825.918774674603,24781.080123247833,8515.548303105747,1960.5482829687762,11829.735918162904,113198.92228539786,22615.518935810775,0.0,10066.044024220238,16175.914899240417,48088.543443874216,161302.7616427751,6416.059928647272,8757.082638851145
Calabar,518.5480058904421,74058.82477424757,117104.04788252311,16226.912852994601,1981.1592071486195,11734.909923729432,3070.6390549310568,7419.8960503814005,10858.540222952763,14700.21781413017,26240.793037528645,3570.0331776384824,64.15920037411516,84213.84480664057,,10422.487749661525,14788.05198814754,12386.443697267974,22519.92523153081,43054.009431058126,772275.0714296356,76149.23379773246,62674.63218328374,113054.2059958952,978698.1275737332,148309.49047123204,114681.03901082432,352234.1763153822,1283030.0983826374,6655816.600155513,10066.044024220238,0.0,122998.89186529435,335592.9769457072,1350777.0068505853,92523.83101817574,109348.70790532626
Boji-Boji,446.03063372439715,84498.58693936556,109451.91877688856,17510.536597700855,2381.878563211572,13144.561693267351,3371.104280581768,4173.523709835617,8387.954311997371,9825.932757282293,17611.262237843413,2013.6950275931313,45.74548159148671,43760.31920211907,,26685.49889625142,13064.757861864673,22971.632974673004,19849.816235803843,156976.47357364217,1673615.3339104084,164734.52184523345,249998.56445452187,283008.31351573084,363775.81298309064,404193.6634093191,47866.56525076344,421679.24347435817,1385379.523870673,251504.272627308,16175.914899240419,122998.89186529435,0.0,4793615.401160409,651334.2050509105,207621.02668120945,304322.50725993386
Benin City,1628.048411364561,314468.26151624264,478265.4473293435,66689.88499977838,9898.827062194607,53124.11749122626,13173.565530580445,14361.537776513125,29278.068597157755,35332.728570536456,61375.600168821235,6784.046593647938,163.416444043266,127633.5824707348,,84257.76850741316,41466.94502069154,93094.32620384604,69553.51208061104,912888.9875300534,9800905.942948887,941600.870176442,1945005.5053349352,1709021.2728007562,799849.5515017967,620066.8420295384,115564.7206998588,983633.5796999813,2764542.4712174707,654677.0982712285,48088.543443874216,335592.9769457072,4793615.401160409,0.0,1884029.5288151465,1046138.2099838174,1767126.3632948725
Port Harcourt,1209.4424166510476,187702.2427733856,296442.48173903546,41473.063513270026,5650.440966893576,32197.415468348223,8081.589561094807,14410.197473769673,23452.455291800867,31930.01283658382,54408.40301091762,6720.8756886484825,139.6890710953309,135387.77233540043,,31086.067100685275,31139.194029887498,36791.479586598456,55520.718532032806,161333.09275162182,3176253.165222968,297769.7386018768,260192.69033662474,454281.6981308956,3274773.4635321423,572542.1717242798,170902.47841439163,1006703.9964606565,11677870.510200156,3768178.961461656,161302.7616427751,1350777.0068505853,651334.2050509105,1884029.5288151465,0.0,317946.8733398127,407749.5350463132
Ilorin,1490.3315420557417,366793.2472512686,413587.08660107077,81312.1152055232,16325.592193030303,76091.81788704685,17500.347514299152,9217.982633485006,22737.9843660823,26225.140978054475,44122.86195542558,4242.263476297679,126.41404586528621,56887.07984244183,,40854.28263556363,25350.27253351435,188055.46469963298,56041.30606331344,940009.0877216692,7380873.351230765,1169529.5558536488,848972.2399769615,2745441.066034267,157256.0590713905,95590.24296416104,32686.38563264467,190356.90130209515,419455.57990157505,159352.90827506996,6416.059928647272,92523.83101817576,207621.02668120945,1046138.2099838174,317946.87333981256,0.0,6768997.581154789
Oshogbo,1305.628250584545,293251.5930641198,350580.5391106306,64552.509565423425,12130.516259974262,58812.1477197851,13603.458855330759,9002.94394174369,20815.842312731904,24771.15434808874,41561.891829271124,4147.42123017704,117.13403104266828,59792.240656167414,,44520.35093285372,24592.444818878685,126669.16764195495,50334.85837306594,2182319.6768340687,12395280.25183099,1968281.8513592775,2716956.053401686,7282374.807403244,195279.26587595543,122124.1239824948,37805.06937511881,229573.85588350944,542873.6795829843,192514.39847682786,8757.082638851145,109348.70790532627,304322.50725993386,1767126.3632948725,407749.5350463131,6768997.581154789,0.0
