capital_city,Dutse,Tudun Wada,Kano,Funtua,Birnin Kebbi,Sokoto,Jenyau,Yola,Bauchi,Hausari,Gombe,Jalingo,Damaturu,Chigo,Abuja,Lokoja,Lafia,Bida,Jos,Ado-Ekiti,Ikeja,Abeokuta,Ondo,Ibadan,Umuahia,Awka,Abakaliki,Enugu,Owerri,Uyo,Yenagoa,Calabar,Boji-Boji,Benin City,Port Harcourt,Ilorin,Oshogbo
Gombe,59309.65351074208,536785.6197717866,1282230.7693773226,243169.73511896527,23919.98385715629,110395.92072690312,65537.3813982652,590822.5207233239,1339498.9829159535,781112.7695499065,0.0,394192.10753891466,33122.14223301217,229815.84969616638,737.9949564904972,31021.830331277,130814.21220660473,65844.68866075164,563601.2153774003,69439.29646851248,312883.2886460915,84288.11411919552,77290.59790368198,118806.92595377156,113467.50369703877,57322.026453672996,59829.29043043415,132566.87768601807,183911.63685506023,139389.2933663978,6947.2712587301585,120962.0896931216,78686.32111411056,176356.5831236823,159436.00498776665,158664.17539869295,148465.3608310077
Jalingo,4637.716695222685,73278.72488184524,125973.52016667588,29951.395741931683,3494.9014507813395,15143.176177694806,8341.686489879667,223322.5107968108,95200.2397317537,72557.00022504924,394192.10753891466,0.0,1241.0816062082497,69209.48895509535,125.61363950556584,6295.556343828985,28988.329234413606,11385.597007488244,73391.55522500395,13280.501081228898,59542.58104568673,15729.129610711874,15027.053936184386,22219.721561014732,27712.171986574744,13283.789727440711,15533.166007252106,31817.861301580764,43197.30900291444,35343.159571601456,1559.6892061512951,31737.065972419212,17019.102069601657,36735.37468783206,37575.86568222639,28306.34403270775,27604.07728243139
Damaturu,778.3156825484169,4644.25841670344,15296.811417887237,2454.1924661650596,248.33511028210623,1201.8348892804656,702.7409649294201,2825.8148999683112,6445.265539142261,16090.619343902776,33122.14223301217,1241.0816062082497,0.0,1396.0730327364274,5.800197453234501,234.26320877388494,805.1816289459379,546.6314627393242,3554.342132229845,572.8956827758968,2719.268171156835,737.6386301577405,642.8772127842967,1026.306979816508,838.2818527081329,425.93456312605673,415.56209317157715,954.7996988740038,1389.4267631270657,1026.3471578703632,54.661972352659305,879.7352555836114,612.0645354108887,1410.0208093211502,1224.2235965304064,1376.1989688167803,1264.4156085971526
Chigo,11113.625624627788,399632.6723548952,388279.97440038656,129903.71949966758,17329.372836840324,67634.92909848175,36019.54554901535,75424.60281400333,164758.2413309096,90235.50104456283,229815.84969616638,69209.48895509535,1396.0730327364274,0.0,1178.4662931400933,101461.01406467623,562699.6846834049,103602.89866116775,293947.7660959385,139575.95004076473,491104.8530518852,127547.034066826,152485.68905938382,190985.7089206243,507538.5877833628,262502.95947373734,565806.3423357506,838316.0688285342,693871.199508864,568314.9767134755,18988.299675554215,501359.22750603413,245434.8037186019,451353.27063156664,498099.4369762951,238734.81174765862,252319.26116224108
Abuja,82.52547413307744,12517.477540619891,4491.399052300989,2245.004936554918,216.89703463463994,819.0480803756124,538.0464923742496,171.6428286356906,755.3155766748973,337.9689611152492,737.9949564904972,125.61363950556584,5.800197453234501,1178.4662931400933,0.0,1131.3938481313817,1331.6770607732133,6486.823381182299,3460.930203311274,1613.5592789139662,3602.872505296594,1065.6647027511904,1313.075410214008,1201.5986824964584,884.6646540154218,630.525952757685,461.14184880533384,1782.3271600768526,1589.3879352103475,866.6927767146075,58.56699355655872,665.020465554089,1033.2999404153938,2383.2280827885884,1317.7005323203082,3659.2896903087176,2903.192668175742
Lokoja,2539.0791524711467,167359.99764342757,106700.28108235337,48221.20153566456,7790.225309944216,27269.124550257362,13977.411331184268,8648.719864188055,25879.501871034638,15240.408450498462,31021.830331277,6295.556343828985,234.26320877388494,101461.01406467623,1131.3938481313817,0.0,65059.489312813675,147306.34153551652,56894.93226065567,222245.39516890058,317480.31046511914,88484.15944310781,166447.1459323711,156405.59244627683,125612.84196419359,127275.28497290237,65267.459740979204,271330.68193159375,237589.1886952541,103139.53186175997,7596.3034467159505,73540.87156198763,211777.190606384,425341.3171465339,145183.17834427697,247047.2432115086,271798.952451657
Lafia,8348.083931464025,413680.7080608769,300300.5562810543,107963.50551276768,10796.995771472702,43485.75838121292,26467.156596650384,31346.08329638525,135781.38676889052,44872.31032238288,130814.21220660473,28988.329234413606,805.1816289459379,562699.6846834049,1331.6770607732133,65059.489312813675,0.0,82058.95981677977,391165.0276230496,75010.05178730121,227918.3119928299,62031.93772204912,74170.72359187802,95570.44487282999,122828.60293121218,77403.68252946525,90684.65815165637,210565.28964172033,193596.78356202124,127391.02930821826,6096.487470890031,104223.97485434254,92014.98442342799,185880.90506470265,139751.795075279,139673.44217844776,135041.84464358873
Bida,7222.641358913165,755358.7154069977,346877.64893232565,205937.92910937386,34247.09000281103,113719.69470223144,61294.93882406872,16599.44467934488,58906.103339765046,34457.13345194531,65844.68866075164,11385.597007488244,546.6314627393242,103602.89866116775,6486.823381182299,147306.34153551652,82058.95981677977,0.0,134116.4622438101,427033.4113949679,708888.330231382,223353.3937880232,291405.53751125344,399699.19377715554,111606.04743272805,82232.17294332433,50523.60836609299,164234.1976196312,212644.67270330567,106950.7879670579,8506.796575523911,79853.55560562797,160702.96659772654,425915.14197054977,156923.76240654502,1207702.8363238273,778532.4282855112
Jos,59050.66103085064,1963493.1441733218,1925647.3361107097,512201.1146719632,29242.323445678026,132558.0676008603,100465.26360672108,84021.66616885936,1474721.6931387188,149828.96255928278,563601.2153774003,73391.55522500395,3554.342132229845,293947.7660959385,3460.930203311274,56894.93226065567,391165.0276230496,134116.4622438101,0.0,102500.38420960965,365612.69452367903,101871.32099681531,103717.00264830427,140913.98460038792,125305.78254542749,72752.97869992384,71676.78929835898,191178.5634673346,207422.17534366134,139147.77203648357,7497.27175678521,115090.09946497355,101348.38546775025,228522.25361452534,183877.95107439978,233366.93641520382,207117.96603984013
Ado-Ekiti,6182.9214450429545,367970.08032103855,273574.49014509097,129136.43783686952,32840.368845846075,101537.2226516334,43378.69462530014,20132.669144918375,53205.553046591405,39985.66120868664,69439.29646851248,13280.501081228898,572.8956827758968,139575.95004076473,1613.5592789139662,222245.39516890058,75010.05178730121,427033.4113949679,102500.38420960965,0.0,3313734.287548381,1044503.8475775126,5872234.340677066,2655338.433167777,280178.50270906725,230319.4571686501,97830.0726898336,370868.6476451677,611815.5841564841,246670.06748929687,28398.587442254364,171933.5829703449,733306.6202548515,2903119.1033000546,437397.74714179523,3893468.6374506894,9925809.161858961
Ikeja,26818.67813001283,1211737.931130769,1171415.8764790785,505258.91366804554,182005.18347068861,529444.167011815,188368.03527069875,97650.54611431275,215639.08955135444,207196.07353705427,312883.2886460915,59542.58104568673,2719.268171156835,491104.8530518852,3602.872505296594,317480.31046511914,227918.3119928299,708888.330231382,365612.69452367903,3313734.287548381,0.0,96718534.5730276,8039255.892306337,39696457.221958436,1163277.5500232324,707211.36132536,342499.3575683365,1123389.3988035568,2583924.6633995194,1175334.39934661,166677.43265240057,832279.9450460419,1991374.0178423494,7945031.302938803,2348070.199503714,7526584.422977606,13389459.4774676
Abeokuta,7512.724071596076,355507.7937709686,333704.60019229166,148488.0221154837,56432.954544992164,159395.7218387623,56003.903123929435,25695.144941480878,59217.60246824496,55428.7956932424,84288.11411919552,15729.129610711874,737.6386301577405,127547.034066826,1065.6647027511904,88484.15944310781,62031.93772204912,223353.3937880232,101871.32099681531,1044503.8475775126,96718534.5730276,0.0,2296023.7065274497,26281654.263759237,274638.1850075144,171839.14176527254,85262.94484474235,279563.55599059595,597624.0293010272,275989.2383414741,35725.9286284992,197239.60224024858,471007.7213276677,1829248.2293435899,526103.5589357371,3021499.6208770974,5387883.489411611
Ondo,6608.151317085406,348541.5042116434,288043.7373736485,129655.25616744712,36198.40309982147,110771.05653940569,44828.56394862321,23295.06169666348,56607.89376962723,46380.75400574439,77290.59790368198,15027.053936184386,642.8772127842967,152485.68905938382,1313.075410214008,166447.1459323711,74170.72359187802,291405.53751125344,103717.00264830427,5872234.340677066,8039255.892306337,2296023.7065274497,0.0,6533553.294195771,373251.58968474413,286737.5484527279,114910.5119692693,430598.5652672029,860208.4715504915,332007.2496376984,46635.58784171395,227477.51392367185,1072072.6165720962,5864727.086030663,648472.3409943224,3030836.3729411145,11037830.979329111
Ibadan,10692.900437945264,542375.9500831267,557638.172274373,217799.83931576915,76260.76682813912,218036.058467489,80229.50147636203,35611.51123172542,85599.69687140241,75462.66993469853,118806.92595377156,22219.721561014732,1026.306979816508,190985.7089206243,1201.5986824964584,156405.59244627683,95570.44487282999,399699.19377715554,140913.98460038792,2655338.433167777,39696457.221958436,26281654.263759237,6533553.294195771,0.0,406219.87616817636,270897.21186227724,128970.45842359745,436658.3290543995,889529.9065613751,394277.983326345,50552.151876853,279565.66970485606,785153.995819082,3241285.5139219263,768596.1016101626,7125262.405872253,21063726.074602272
Umuahia,6948.448398817579,271982.16795656196,266870.1666652344,98529.69644920329,19281.971100036455,68502.30610905198,31027.661715604656,40399.09796088072,74385.01924202844,62596.86746867815,113467.50369703877,27712.171986574744,838.2818527081329,507538.5877833628,884.6646540154218,125612.84196419359,122828.60293121218,111606.04743272805,125305.78254542749,280178.50270906725,1163277.5500232324,274638.1850075144,373251.58968474413,406219.87616817636,0.0,2681439.7271383833,1343867.8516575142,4031954.0527143963,31971987.203535404,11263384.082122995,183143.8337569408,3987165.2827895386,1345152.3036482225,1807205.209630136,8944139.504800294,385001.6831378571,489735.10353310395
Awka,3805.9423427785946,169006.6911993129,149863.93281766245,58322.49254174406,11164.594819135535,39156.50737723707,18105.95181813062,18931.192212425103,40255.421404424495,30545.12201838583,57322.026453672996,13283.789727440711,425.93456312605673,262502.95947373734,630.525952757685,127275.28497290237,77403.68252946525,82232.17294332433,72752.97869992384,230319.4571686501,707211.36132536,171839.14176527254,286737.5484527279,270897.21186227724,2681439.7271383833,0.0,588805.3526003655,6724915.9037336,5865203.424569141,1062965.7644744052,68236.2957877883,598145.9404469365,1846235.735092277,1662754.7113258578,1572853.1927962939,270348.09752712515,354921.3224726829
Abakaliki,3449.12070977558,137003.25376310555,129133.92546658285,46810.06784790697,7855.117918969874,28867.221379654373,13996.029156464003,20719.158722175343,40820.92005996701,29440.164020847034,59829.29043043415,15533.166007252106,415.56209317157715,565806.3423357506,461.14184880533384,65267.459740979204,90684.65815165637,50523.60836609299,71676.78929835898,97830.0726898336,342499.3575683365,85262.94484474235,114910.5119692693,128970.45842359745,1343867.8516575142,588805.3526003655,0.0,3259806.2054852154,1324805.484149331,1046521.7437225989,23057.44707743094,776645.1954427398,298044.0998257872,444271.272266411,709235.6894830324,141773.51447863533,166647.41960221884
Enugu,8440.716474620216,371120.8560073596,339056.69418450346,124736.3297240402,21954.35264952008,78741.90861213507,37692.46069685615,43658.6979916666,94189.81947266536,67156.83360554106,132566.87768601807,31817.861301580764,954.7996988740038,838316.0688285342,1782.3271600768526,271330.68193159375,210565.28964172033,164234.1976196312,191178.5634673346,370868.6476451677,1123389.3988035568,279563.55599059595,430598.5652672029,436658.3290543995,4031954.0527143963,6724915.9037336,3259806.2054852154,0.0,5378881.02337564,2035108.8505596453,80286.51488437424,1277062.727394478,1580249.8203303148,2267207.9519629725,2404459.34802534,474591.62244551646,584404.0017024567
Owerri,11822.291937259137,478399.286349205,461872.83034020656,174487.50559152558,35988.980869481544,125585.13586170024,55765.10680427959,64136.34909596196,121985.96026014474,104003.04270237776,183911.63685506023,43197.30900291444,1389.4267631270657,693871.199508864,1589.3879352103475,237589.1886952541,193596.78356202124,212644.67270330567,207422.17534366134,611815.5841564841,2583924.6633995194,597624.0293010272,860208.4715504915,889529.9065613751,31971987.203535404,5865203.424569141,1324805.484149331,5378881.02337564,0.0,8694496.061732048,685758.6713709796,3729685.092841037,4115162.6440775455,4963900.101825318,25434842.450953167,792935.3456298462,1056079.1171872027
Uyo,8051.463794641403,289470.9771993352,303784.26875804993,108152.49530165826,21304.439993614975,76572.15868451899,34326.66314588639,52646.90880706651,86808.21860482551,79062.30423304976,139389.2933663978,35343.159571601456,1026.3471578703632,568314.9767134755,866.6927767146075,103139.53186175997,127391.02930821826,106950.7879670579,139147.77203648357,246670.06748929687,1175334.39934661,275989.2383414741,332007.2496376984,394277.983326345,11263384.082122995,1062965.7644744052,1046521.7437225989,2035108.8505596453,8694496.061732048,0.0,157568.54392845716,31954071.089739744,850113.0922503102,1377733.6494368291,9955534.892979173,372098.5163373943,459075.10408586625
Yenagoa,467.36579664474766,18574.707121302854,18583.33710617534,7092.427193615194,1652.699475384959,5609.121243387325,2357.232501507855,2430.4922433558195,4522.2823222239895,4214.46757851661,6947.2712587301585,1559.6892061512951,54.661972352659305,18988.299675554215,58.56699355655872,7596.3034467159505,6096.487470890031,8506.796575523911,7497.27175678521,28398.587442254364,166677.43265240057,35725.9286284992,46635.58784171395,50552.151876853,183143.8337569408,68236.2957877883,23057.44707743094,80286.51488437424,685758.6713709796,157568.54392845716,0.0,85229.16595853659,146274.17014497248,274762.4003266709,1089673.5820365348,38048.02638698916,53756.784793948835
Calabar,6684.299500221965,230163.87971810502,248729.0666510714,86619.61673093881,16687.14677911363,60683.64660940309,27378.030204221093,47243.99430505382,73466.49915454771,68418.77270329234,120962.0896931216,31737.065972419212,879.7352555836114,501359.22750603413,665.020465554089,73540.87156198763,104223.97485434254,79853.55560562797,115090.09946497355,171933.5829703449,832279.9450460419,197239.60224024858,227477.51392367185,279565.66970485606,3987165.2827895386,598145.9404469365,776645.1954427398,1277062.727394478,3729685.092841037,31954071.089739744,85229.16595853659,0.0,510556.5182624769,871830.8983593038,4233881.784412052,270423.74073056877,325587.0273490326
Boji-Boji,5728.5093799070055,269993.18293027027,233774.12387664552,95506.49565295612,20746.775782865785,69741.52367792487,30770.164178355426,25256.02168875748,55872.23765768626,44306.33062130496,78686.32111411056,17019.102069601657,612.0645354108887,245434.8037186019,1033.2999404153938,211777.190606384,92014.98442342799,160702.96659772654,101348.38546775025,733306.6202548515,1991374.0178423494,471007.7213276677,1072072.6165720962,785153.995819082,1345152.3036482225,1846235.735092277,298044.0998257872,1580249.8203303148,4115162.6440775455,850113.0922503102,146274.17014497248,510556.5182624769,0.0,16954252.856512867,1907394.7151156475,672579.9035261626,1028627.2874264972
Benin City,13516.506664715045,650933.25880719,673666.3070733969,236246.02332152892,56545.40638748895,184277.85386495313,78320.09894314865,55813.37137712455,125442.66659386452,102817.5480215199,176356.5831236823,36735.37468783206,1410.0208093211502,451353.27063156664,2383.2280827885884,425341.3171465339,185880.90506470265,425915.14197054977,228522.25361452534,2903119.1033000546,7945031.302938803,1829248.2293435899,5864727.086030663,3241285.5139219263,1807205.209630136,1662754.7113258578,444271.272266411,2267207.9519629725,4963900.101825318,1377733.6494368291,274762.4003266709,871830.8983593038,16954252.856512867,0.0,3475523.9794858275,2270591.7617399246,4065511.6942565273
Port Harcourt,10041.042525744551,379199.0204314504,409236.3757557021,144041.63300107568,31345.784561612054,109188.76054822921,47035.64421699073,57904.10924175199,101326.74192803164,94960.20098611597,159436.00498776665,37575.86568222639,1224.2235965304064,498099.4369762951,1317.7005323203082,145183.17834427697,139751.795075279,156923.76240654502,183877.95107439978,437397.74714179523,2348070.199503714,526103.5589357371,648472.3409943224,768596.1016101626,8944139.504800294,1572853.1927962939,709235.6894830324,2404459.34802534,25434842.450953167,9955534.892979173,1089673.5820365348,4233881.784412052,1907394.7151156475,3475523.9794858275,0.0,624845.9668640597,823789.4218016919
Ilorin,15905.970492117736,1002658.8899779533,744177.4757615902,382270.69608844735,127988.3393816917,356617.71597805194,139401.178813453,44271.28691308769,122970.50143014635,95844.80812367555,158664.17539869295,28306.34403270775,1376.1989688167803,238734.81174765862,3659.2896903087176,247047.2432115086,139673.44217844776,1207702.8363238273,233366.93641520382,3893468.6374506894,7526584.422977606,3021499.6208770974,3030836.3729411145,7125262.405872253,385001.6831378571,270348.09752712515,141773.51447863533,474591.62244551646,792935.3456298462,372098.5163373943,38048.02638698916,270423.74073056877,672579.9035261626,2270591.7617399246,624845.9668640597,0.0,23470553.973919936
Oshogbo,13731.310908408055,781941.6992778141,619329.6788226097,295795.0249185089,92012.86644943983,267856.316028737,105369.24361317507,43125.26424785676,111475.89621349574,89958.99764437547,148465.3608310077,27604.07728243139,1264.4156085971526,252319.26116224108,2903.192668175742,271798.952451657,135041.84464358873,778532.4282855112,207117.96603984013,9925809.161858961,13389459.4774676,5387883.489411611,11037830.979329111,21063726.074602272,489735.10353310395,354921.3224726829,166647.41960221884,584404.0017024567,1056079.1171872027,459075.10408586625,53756.784793948835,325587.0273490326,1028627.2874264972,4065511.6942565273,823789.4218016919,23470553.973919936,0.0
