capital_city,Dutse,Tudun Wada,Kano,Funtua,Birnin Kebbi,Sokoto,Jenyau,Yola,Bauchi,Hausari,Gombe,Jalingo,Damaturu,Chigo,Abuja,Lokoja,Lafia,Bida,Jos,Ado-Ekiti,Ikeja,Abeokuta,Ondo,Ibadan,Umuahia,Awka,Abakaliki,Enugu,Owerri,Uyo,Yenagoa,Calabar,Boji-Boji,Benin City,Port Harcourt,Ilorin,Oshogbo
Awka,207.65172140048026,149.6346679830897,206.8341368002687,184.4023221367415,237.71388882861936,245.66835348360013,207.96057158010058,213.11105829909812,171.09255587239326,285.74799341297177,199.60504964222002,174.38157254270644,234.60981473616516,77.43346944974991,105.57589509600042,56.31973739478567,93.51758790992908,106.02825554550824,143.39639822157764,80.32572920189763,129.30578027207008,132.34743112126029,82.68617878433336,116.17857349369513,27.984351657895264,0.0,36.0674981426878,16.83783654148179,25.36335328950958,50.57161142387474,52.296971948474614,61.42684433410214,29.710016124237956,49.8627066790014,49.65397615614145,117.71672736221473,102.73863542479768
Abakaliki,193.37303016529296,147.33373366312327,197.53045578891977,182.47284781492948,251.23673864501595,253.64841852962488,209.687588343642,180.58944823132998,150.62094557951443,258.02837683445864,173.2043627246654,142.96016988904694,210.56351267268585,46.75686412759491,109.44160385985764,69.72166771331483,76.59327850255583,119.91645486589934,128.07307073998442,109.26152664002606,164.7199245504355,166.56350870896466,115.79206197629735,149.26797701424763,35.043255770072655,36.0674981426878,0.0,21.439630115066237,47.31029038484054,45.18307293754423,79.75577073363043,47.789657312615816,65.55256064535301,85.51637611594533,65.55205276261934,144.1072224113952,132.91806292503873
Enugu,195.0240938100062,141.23351897040374,192.32950151999995,176.35965073225287,237.09751864639998,242.30339925262194,201.5931282028699,196.27765700811065,156.4417290353695,269.53818688956784,183.58029547912878,157.59316602888725,219.1657914592903,60.604268259806716,87.8281692,53.95037823590602,79.30343587607967,104.93539208905018,123.72439032,88.53626918848346,143.49563153257253,145.12678428576334,94.37353078977512,127.98784296000001,31.9192566628631,16.83783654148179,21.439630115066237,0.0,37.043629215772484,51.11918205304537,67.43327442440295,58.79859608696832,44.915359059893454,59.72491656,56.16951744,124.26564877734747,111.98362836029526
Owerri,231.8171583413663,174.9922003321075,231.81383546411558,209.76452178606357,260.5079884016792,269.9055708269906,233.15256248897757,227.80991949655538,193.38293961226117,304.6918786127203,219.25901878085497,190.2668021452708,255.58159000962078,93.71004992697533,130.83715114860652,81.10527524052291,116.34690069488937,129.73137627778692,167.0959100148186,96.97047052641624,133.10133446581978,139.63436597623837,93.92974167442523,126.14725652803018,15.945723665756635,25.36335328950958,47.31029038484054,37.043629215772484,0.0,34.791568060193484,32.45849586217804,48.40112787322011,39.1545954510894,56.781675855091066,24.294802847373493,135.24173373700125,117.1875273344189
Uyo,238.43895813948208,190.95439563246782,242.62533065194887,226.15914388512834,287.40146545058775,293.4024547543409,252.24576765377287,213.43052352772716,194.5856817403316,296.6315816240212,213.77926665874122,178.5487852378337,252.41692727500464,87.89198432577419,150.3944004731276,104.488400688381,121.7454346052717,155.2739155095066,173.1703376398173,129.63126653612974,167.51736375540887,174.41285417629484,128.33627280056277,160.8329558332667,22.804093973641052,50.57161142387474,45.18307293754423,51.11918205304537,34.791568060193484,0.0,57.47745151287277,14.03610750406307,73.12335533326358,91.48614118607506,32.962020540329654,167.578720086444,150.87106901543135
Yenagoa,259.30089080465757,197.50996878219308,257.02464148809645,231.394384072081,270.3615509850868,284.0335283288725,252.20651790040776,260.26374957684936,223.37280646251008,336.6267286949294,250.89441686560713,222.69393349148007,286.57665074948284,125.98493483232215,151.5847891654501,100.87820395624176,145.81429386350482,144.25315127926146,195.4689768657392,100.10077857313429,116.55206871905806,127.0137194741574,89.71856363759717,117.68586869798415,46.85640367459759,52.296971948474614,79.75577073363043,67.43327442440295,32.45849586217804,57.47745151287277,0.0,71.2087724695805,46.1879275776425,53.67562695216512,26.104522178354927,137.309190040932,115.51783200330607
Calabar,238.4416075467388,195.1232147992702,244.31541206855715,230.2606087384611,295.8886801219551,300.3023335617394,257.35578613492737,205.28868723167741,192.7267436875532,290.5426111397926,209.09854200380906,171.68073033722857,248.41909379030471,85.26379677330385,156.4379455514453,112.74872187729092,122.6404246260916,163.7339441493258,173.49541553064572,141.47607012280582,181.3849260883654,187.98485337347674,141.26979758886282,174.032252371266,34.92291631386703,61.42684433410214,47.789657312615816,58.79859608696832,48.40112787322011,14.03610750406307,71.2087724695805,0.0,85.97415277376847,104.78935522860021,46.05450460658077,179.1103919036417,163.23363273175022
Boji-Boji,218.86376022122676,153.08611692641037,214.14137870953476,186.3356709028317,225.49076810570628,238.03099153178132,206.27890077192797,238.5835684502968,187.79036360674456,306.7956956572214,220.29807576146047,199.21466117363806,253.07371632070908,103.55135337735773,106.64268871089055,56.45742956967688,110.91055083916095,98.075060559613,157.10255493014873,58.21102152727957,99.64239741151704,103.36906376126444,55.29567158059807,88.24272627429612,51.09066694666088,29.710016124237956,65.55256064535301,44.915359059893454,39.1545954510894,73.12335533326358,46.1879275776425,85.97415277376847,0.0,20.19196792170305,58.30500952091838,96.50635836540721,78.03669190802499
Benin City,226.93731819782553,157.0317442477212,200.91847776000003,188.70077426076622,217.54489026242146,233.23092119259726,205.9333007701182,255.62148391745447,199.6145415810177,320.7687205805823,234.3732084478771,215.96872318628127,265.56838268570027,121.62113031539386,111.84200999999999,63.45054928443718,124.28772269748279,95.95165521666887,166.63679159999998,46.597120056976934,79.4540902196882,83.54332451608867,37.65501406749007,69.17372688,70.20483873906986,49.8627066790014,85.51637611594533,59.72491656,56.781675855091066,91.48614118607506,53.67562695216512,104.78935522860021,20.19196792170305,0.0,68.79541464,83.65691043994083,62.51924763993169
Port Harcourt,255.00983431395315,199.2646518722137,249.66827472,234.05617310509052,282.98678950263144,293.4552711787524,257.369944250748,243.06362462727546,215.11017703036276,323.2682135134576,238.73647875136504,206.8172612672548,276.0367714455647,112.12888131579143,145.67585952,105.1850952431941,138.8273727203037,153.10093304771306,179.91960912,116.26832454945783,141.55222806000336,150.87616545989974,109.67538603847412,137.58114288000002,30.563964129968827,49.65397615614145,65.55205276261934,56.16951744,24.294802847373493,32.962020540329654,26.104522178354927,46.05450460658077,58.30500952091838,68.79541464,0.0,154.45182610470832,134.5152203575756
Ilorin,199.14433617678938,120.44505574177185,181.97592172143186,141.2148365048082,137.64874158830608,159.5993576486946,146.93994292923895,273.22177118494596,191.92176906615947,316.26507292133965,235.22000748271813,234.2076642877418,255.89300327667996,159.19130838381255,85.92098893349043,79.25452393072577,136.48929714306948,54.243020320724526,156.9731514927572,38.30302359083195,77.70965708412281,61.87948617885848,49.86265141747452,44.41291546396203,144.79359884593194,117.71672736221473,144.1072224113952,124.26564877734747,135.24173373700125,167.578720086444,137.309190040932,179.1103919036417,96.50635836540721,83.65691043994083,154.45182610470832,0.0,24.76963322696912
Oshogbo,214.33448171672467,136.3887014417426,199.4762715472767,160.53524628458868,162.3428505053104,184.15420940839388,169.01146206832664,276.8283033889164,201.5738653430722,326.44740831087927,243.16503641163598,237.16815550663145,266.964860848497,154.8467254550426,96.46277111285437,75.55969188186195,138.81018551083667,67.5593641153604,166.6234619976692,23.989347628449526,58.26294574643756,46.339236402626625,26.12851597066474,25.831053296710593,128.38079458644316,102.73863542479768,132.91806292503873,111.98362836029526,117.1875273344189,150.87106901543135,115.51783200330607,163.23363273175022,78.03669190802499,62.51924763993169,134.5152203575756,24.76963322696912,0.0
